
0,0.93015,0.27786813072115185,0.9268,0.29419555536061526

0,0.9188666666666667,0.2801471418842673,0.9522,0.16115302766636014
1,0.9619833333333333,0.12602401364147664,0.9685,0.10277859335886315
2,0.9721666666666666,0.09109064284929384,0.972,0.09431221626996994
3,0.97755,0.07357792924282451,0.9743,0.0846297894472722
4,0.9808166666666667,0.06010061879372224,0.974,0.08811531300209463
5,0.98435,0.048484434142972654,0.974,0.08763334443292697
6,0.9859333333333333,0.04481017187887725,0.9735,0.09874256397071295
7,0.9886333333333334,0.036821883993044806,0.9699,0.11291377761600598
8,0.98935,0.032440665847804244,0.9754,0.09826926126544713
99,0.9904833333333334,0.029549583545610464,0.9761,0.0915631872287675
0,0.9149833333333334,0.3005399169817567,0.9537,0.16301829949244856
1,0.9575833333333333,0.1452709248021245,0.9623,0.12666737907528877
2,0.9681,0.10718349165171384,0.9672,0.10610005879011006
3,0.9738,0.08582482341670741,0.9693,0.09777515294682235
4,0.9783666666666667,0.07080525130794073,0.9731,0.08697930048289709
5,0.9819666666666667,0.059268381991796196,0.971,0.09083278577062301
6,0.9843166666666666,0.050529780942356835,0.9732,0.09083870057249442
7,0.9865166666666667,0.0432249631455789,0.9716,0.09020070498734713
0,0.98875,0.03739041255419143,0.9742,0.08033779185389867
0,0.9903,0.03284848294180508,0.9731,0.09022410425131674
0,0.92185,0.2586022987730801,0.9575,0.1413482755649835
1,0.9662833333333334,0.11175527805462479,0.9649,0.11379141763942316
2,0.97375,0.08384991826536134,0.9732,0.09571419263603166
3,0.9795166666666667,0.0670468024900183,0.9692,0.10544988340847194
4,0.9821,0.05684282847759314,0.9729,0.09438608128498309
5,0.9855666666666667,0.047351231224749546,0.9773,0.086267636237666
6,0.9871666666666666,0.041912686031678456,0.9739,0.10401006309983786
7,0.98855,0.03617528276734714,0.9759,0.09593837025915272
0,0.9896666666666667,0.03352690473152713,0.975,0.09991409068835201
0,0.9910833333333333,0.029418967124320138,0.9764,0.09476113813971461
0,0.96495,0.11532800069566196,0.9862,0.04119701109747402
1,0.98935,0.034128854989617444,0.9893,0.03557963116553437
-1,-1,-1,-1,-1
0,0.91215,0.31130806624690693,0.9487,0.1756935605481267
1,0.9544833333333334,0.15822999279548725,0.9603,0.13438364253789187
2,0.9658666666666667,0.1161349151931703,0.9667,0.11013074294514955
-1,-1,-1,-1,-1
0,0.9180833333333334,0.28420195123925807,0.9571,0.14456477254368366
1,0.9623833333333334,0.12656297319245835,0.9632,0.12284220941215754
2,0.9713333333333334,0.0940480638179928,0.97,0.10030399642819539
-1,-1,-1,-1,-1
0,0.8804833333333333,0.42226320858597755,0.929,0.24982342441380023
1,0.9329666666666667,0.2355999432682991,0.9378,0.2123097845286131
2,0.9434666666666667,0.19939601612885793,0.9429,0.19202071171328425
3,0.9486166666666667,0.1796420628493031,0.9484,0.1789101424485445
4,0.9523666666666667,0.16526741005877654,0.9488,0.18010288066789507
5,0.9553333333333334,0.15458363181675475,0.9509,0.16585416283011437
6,0.95775,0.14536168328573307,0.9523,0.15831019471362234
7,0.96065,0.13671590701192618,0.9516,0.1607547865550965
8,0.9617333333333333,0.13089855008597176,0.9542,0.15410729303583504
9,0.9629666666666666,0.12424960717832048,0.9569,0.15116639424748718
-1,-1,-1,-1,-1
0,0.8865333333333333,0.41302807282408077,0.9269,0.25734206344485283
-1,-1,-1,-1,-1
0,0.93025,0.24192715179721513,0.9393,0.21302163885384798
1,0.9415666666666667,0.20248671254316966,0.9454,0.18731857666373253
2,0.8975,0.3596798415372769,0.916,0.2919869059205055
3,0.9245,0.26112605639994146,0.9313,0.23068956173509358
4,0.9395166666666667,0.21045735743443172,0.9409,0.19611599020585418
5,0.9461666666666667,0.184477162147065,0.9472,0.17696872212439776
6,0.9513166666666667,0.16740420941213766,0.948,0.16954203413277866
7,0.9549,0.15514395737573505,0.9495,0.1667630098387599
8,0.9572166666666667,0.1449349514534076,0.9507,0.16428665099702774
9,0.9601333333333333,0.13646228057990473,0.9502,0.16529529303926974
-1,-1,-1,-1,-1
0,0.9615833333333333,0.12528545296334972,0.9846,0.043673232026863844
1,0.98745,0.040126060967085264,0.9873,0.0396694890999468
0,0.9546833333333333,0.15067356822658332,0.979,0.06193764820611104
1,0.9845666666666667,0.049404559335283316,0.9811,0.0539826239684131
2,0.9909833333333333,0.02820589499871712,0.9828,0.055845754775032404
3,0.9944666666666667,0.01805702371380612,0.9829,0.06106774178876658
4,0.9965833333333334,0.01099622030290678,0.9832,0.061237296305697055
5,0.9968,0.009307806597544065,0.9831,0.0619971091584006
6,0.9978333333333333,0.006755690736502099,0.9829,0.07254549124249224
7,0.9976666666666667,0.006929455697309171,0.9853,0.06926340794482035
8,0.9982333333333333,0.005543043368269354,0.9847,0.07660682533361186
-1,-1,-1,-1,-1
0,0.9545333333333333,0.15054048672225326,0.9779,0.06645529436338693
1,0.9844833333333334,0.04973772222132732,0.9839,0.05001561744245701
2,0.99105,0.028175321408865663,0.9819,0.05204226821236661
3,0.99395,0.01760179019261074,0.9818,0.06221727729019476
4,0.9962166666666666,0.011576427133536103,0.9814,0.06992089067165652
5,0.9969666666666667,0.009478594673893045,0.9832,0.0682656185242824
